star_name,ra,dec,ra_J2016,dec_J2016,tic_id,gaia_dr2_id,gaia_dr3_id,hip_name,tm_name,tyc_name,wds_designation,simbad_name,source_list_fl,sy_pmra,sy_pmraerr,sy_pmdec,sy_pmdecerr,sy_pmsrc,sy_pm_reflink,sy_ujmag,sy_ujmagerr,sy_ujmagsrc,sy_ujmag_reflink,sy_bmag,sy_bmagerr,sy_bmagsrc,sy_bmag_reflink,sy_vmag,sy_vmagerr,sy_vmagsrc,sy_vmag_reflink,sy_rcmag,sy_rcmagerr,sy_rcmagsrc,sy_rcmag_reflink,sy_icmag,sy_icmagerr,sy_icmagsrc,sy_icmag_reflink,sy_jmag,sy_jmagerr,sy_jmagsrc,sy_jmag_reflink,sy_hmag,sy_hmagerr,sy_hmagsrc,sy_hmag_reflink,sy_kmag,sy_kmagmerr,sy_kmagsrc,sy_kmag_reflink,sy_tmag,sy_tmagerr,sy_gaiamag,sy_gaiamagerr,sy_gaiamagsrc,sy_gaiamag_reflink,sy_bpmag,sy_bpmagerr,sy_rpmag,sy_rpmagerr,sy_plx,sy_plxerr,sy_plxsrc,sy_plx_reflink,sy_dist,sy_disterr,sy_distsrc,sy_dist_reflink,ambiguous_dist_fl,st_spectype,st_spectype_reflink,dwarf_fl,st_teff,st_tefferr,st_teffsrc,st_teff_reflink,st_logg,st_loggerr,st_loggsrc,st_logg_reflink,st_loggspec,st_loggspecerr,st_loggspecsrc,st_loggspec_reflink,st_met,st_meterr,st_metsrc,st_met_reflink,st_lum,st_lumerr,st_lumsrc,st_lum_reflink,st_rad,st_raderr,st_radsrc,st_rad_reflink,st_mass,st_masserr,st_masssrc,st_mass_reflink,uncertain_M_flag,st_age,st_ageerr,st_agesrc,st_age_reflink,contaminant_fl,brightest_sep,brightest_Gmag,brightest_id,nearest_sep,nearest_Gmag,nearest_id,known_binary_fl,gaia_binary_fl,wds_comp,wds_sep,wds_deltamag,GCNS_companion,GCNS_sep,GCNS_mag_diff,sy_planets_flag,hostname
TIC 345662514,"247,219422","18,41405612","247,2177884","18,41575935",345662514,"4,46736E+18","4,46736E+18",80725,2MASS J16285277+1824490,1510-00051-1,WDS J16289+1825AB,HD 148653,tic_near,"-348,5864809","0,01518976409","383,345799","0,01537350193",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"7,86",null,Simbad,,"7,02",null,Simbad,,"7,55","0,21",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,null,null,null,null,"5,387","0,019",TIC,2019AJ....158..138S,"4,971","0,017",TIC,2019AJ....158..138S,"4,901","0,017",TIC,2019AJ....158..138S,"6,835","0,007","7,414200783","0,002759452864",gaia_dr3,2023A&A...674A...1G,"7,819330215","0,003264628132","6,748957634","0,009721312885","51,80796168","0,01747889258",GaiaDR3,2023A&A...674A...1G,"19,29055405","0,005537986755",bj2021,2021AJ....161..147B,0,K3V+K3V,1976AJ.....81..245E,1,"5086,711939",70,update_TIC,Calculated Value,"4,623315195","0,03322728696",calculated_from_M_and_R,Calculated Value,null,null,null,null,"-0,4399999976","0,004999995232",gspspec [M/H],2023A&A...674A...1G,"-0,4852361993","0,007201898371",gaia_dr3_flame,2023A&A...674A...1G,"0,7364788118","0,02116972889",calc_from_L_and_Teff,Calculated Value,"0,8309369683","0,0419486165",gaia_dr3_flame,2023A&A...674A...1G,0,"2,902900219","2,846995831",gaia_dr3_flame,2023A&A...674A...1G,null,"2,395933","7,583468","4,46736E+18","2,395933","7,583468","4,46736E+18",1,1,AB,"2,5","0,22","4,46736E+18","2,3959","0,1693",0,null
TIC 99303738,"187,753069","31,42383466","187,7531112","31,42395868",99303738,"4,01253E+18","4,01253E+18",61072,2MASS J12310074+3125258,2528-01699-1,WDS J12310+3125,HD 108944,tic_near,"8,125459975","0,02867617644","28,05123343","0,02659155056",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"7,82",null,Simbad,,"7,3",null,Simbad 1963AJ.....68..194U,1963AJ.....68..194U,null,null,null,null,null,null,null,null,"6,295","0,019",TIC,2019AJ....158..138S,"6,107","0,021",TIC,2019AJ....158..138S,"6,025","0,016",TIC,2019AJ....158..138S,"6,835","0,006","7,210747719","0,002770572785",gaia_dr3,2023A&A...674A...1G,"7,465158939","0,002943846192","6,788774014","0,003937580864","22,31749511","0,02399266511",GaiaDR3,2023A&A...674A...1G,"44,72776031","0,05452156067",bj2021,2021AJ....161..147B,0,F9V,2007AJ....133.2524W,1,"6145,1",118,TIC,2019AJ....158..138S,"4,312456418","0,03953601461",calculated_from_M_and_R,Calculated Value,null,null,null,null,"-0,12",null,gcs_reanalysis,2011A&A...530A.138C,"0,2878292418","0,01464061997",update_TIC,Calculated Value,"1,228879662","0,0515401044",calc_from_L_and_Teff,Calculated Value,"1,130856514","0,04000228643",gaia_dr3_flame,2023A&A...674A...1G,0,"3,636466503","0,6918604374",gaia_dr3_flame,2023A&A...674A...1G,null,"2,099444","13,317849","4,01253E+18","2,099444","13,317849","4,01253E+18",1,1,,"2,1",5,null,null,null,0,null
TIC 99143516,"183,6754834","-24,77517989","183,6740468","-24,7753228",99143516,"3,48891E+18","3,48891E+18",59707,2MASS J12144214-2446306,6672-00100-1,WDS J12147-2447A,HD 106453,tic_near,"-293,5485773","0,02241769433","-31,99581265","0,02154354379",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"8,18",null,Simbad,,"7,46",null,Simbad,,null,null,null,null,null,null,null,null,"6,226","0,018",TIC,2019AJ....158..138S,"5,886","0,027",TIC,2019AJ....158..138S,"5,827","0,017",TIC,2019AJ....158..138S,"6,836","0,006","7,308208466","0,002763690627",gaia_dr3,2023A&A...674A...1G,"7,65578413","0,002898474396","6,788169861","0,003881356417","34,09228665","0,02193439752",GaiaDR3,2023A&A...674A...1G,"29,30285454","0,02128410339",bj2021,2021AJ....161..147B,0,K1V,2006A&A...460..695T,1,5638,51,Pastel,2022A&A...663A...4S,"4,468434844","0,0266519285",calculated_from_M_and_R,Calculated Value,"4,46","0,08",Pastel,2022A&A...663A...4S,"0,07","0,05",Pastel,2022A&A...663A...4S,"-0,1072286748","0,01031627516",update_TIC,Calculated Value,"0,9263778543","0,02004848398",calc_from_L_and_Teff,Calculated Value,"0,9203299284","0,04003807902",gaia_dr3_flame,2023A&A...674A...1G,0,"8,045332909","1,295222759",gaia_dr3_flame,2023A&A...674A...1G,null,"4,299068","12,262332","3,48891E+18","4,299068","12,262332","3,48891E+18",1,1,A,"4,3","6,74","3,48891E+18","4,2991","4,9541",0,null
TIC 118820774,"70,32856393","20,90151332","70,32744888","20,90038275",118820774,"3,41134E+18","3,41134E+18",21818,2MASS J04411888+2054058,1279-01854-1,WDS J04413+2054A,HD  29697,tic_near,"-234,2608167","0,02900668234","-254,3144885","0,02003286779",GaiaDR3,2023A&A...674A...1G,"10,064",null,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,"9,12",null,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,"7,985","0,068",Simbad 2012AcA....62...67K,2012AcA....62...67K,"7,313",null,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,"6,666","0,023",Simbad 2012AcA....62...67K,2012AcA....62...67K,"5,854","0,019",TIC,2019AJ....158..138S,"5,31","0,02",TIC,2019AJ....158..138S,"5,146","0,02",TIC,2019AJ....158..138S,"6,836","0,006","7,535820007","0,002918109814",gaia_dr3,2023A&A...674A...1G,"8,159536362","0,00419278701","6,777121067","0,004476038331","75,68695566","0,0241399575",GaiaDR3,2023A&A...674A...1G,"13,20665836","0,00417470932",bj2021,2021AJ....161..147B,0,K4V,1986AJ.....92..139S,1,4446,18,Pastel,2022A&A...663A...4S,"4,609715755","0,05867338208",calculated_from_M_and_R,Calculated Value,"4,36","0,1",Pastel,2022A&A...663A...4S,"0,11","0,07",Pastel,2022A&A...663A...4S,"-0,7799775438","0,02602100507",update_TIC,Calculated Value,"0,6866334493","0,02130814251",calc_from_L_and_Teff,Calculated Value,"0,7","0,084",TIC,2019AJ....158..138S,0,null,null,null,null,null,null,null,null,null,null,null,1,1,A,"14,4","13,6",null,null,null,0,null
TIC 417931249,"186,2713971","60,69735599","186,2727214","60,69733056",417931249,"1,58176E+18","1,58176E+18",60588,2MASS J12250513+6041505,4155-00292-1,null,HD 108134,tic_near,"146,0995564","0,02813917771","-5,577768622","0,02961922251",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"7,944","0,015",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,"7,387","0,01",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,null,null,null,null,null,null,null,null,"6,234","0,02",TIC,2019AJ....158..138S,"5,948","0,036",TIC,2019AJ....158..138S,"5,88","0,021",TIC,2019AJ....158..138S,"6,837","0,006","7,248362541","0,002764577537",gaia_dr3,2023A&A...674A...1G,"7,534200668","0,002839166839","6,785342216","0,004014751284","24,86493776","0,02538596466",GaiaDR3,2023A&A...674A...1G,"40,16829681","0,03929901123",bj2021,2021AJ....161..147B,0,G0p,,1,5837,25,Pastel,2022A&A...663A...4S,"4,285887829","0,02198933317",calculated_from_M_and_R,Calculated Value,"4,22","0,06",Pastel,2022A&A...663A...4S,"-0,37","0,03",Pastel,2022A&A...663A...4S,"0,1834737726","0,0119324346",update_TIC,Calculated Value,"1,207842048","0,01955444228",calc_from_L_and_Teff,Calculated Value,"1,027638793","0,04000172019",gaia_dr3_flame,2023A&A...674A...1G,0,"7,058950424","0,9215891361",gaia_dr3_flame,2023A&A...674A...1G,null,"1,75632","11,942632","1,58176E+18","1,75632","11,942632","1,58176E+18",1,0,null,null,null,"1,58176E+18","1,7563","4,6943",0,null
TIC 332147244,"130,6283904","34,1876645","130,6286346","34,18643578",332147244,"7,11192E+17","7,11192E+17",42734,2MASS J08423081+3411155,2487-01521-1,null,HD  74011,tic_near,"45,42974796","0,0533769615","-275,860762","0,05460494012",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"7,987","0,024",TIC tycho2b3,2019AJ....158..138S,"7,42","0,03",TIC hipvmag,2019AJ....158..138S,"7,1",null,Simbad 2003AJ....125..984M,2003AJ....125..984M,null,null,null,null,"6,21","0,027",TIC,2019AJ....158..138S,"5,868","0,034",TIC,2019AJ....158..138S,"5,787","0,024",TIC,2019AJ....158..138S,"6,838","0,006","7,297894955","0,00276464953",gaia_dr3,2023A&A...674A...1G,"7,566310883","0,002806745784","6,773075104","0,00380078125","20,79032926","0,05166942254",GaiaDR3,2023A&A...674A...1G,"48,01090622","0,1362457275",bj2021,2021AJ....161..147B,0,F8,2007MNRAS.374..664C,1,5723,24,Pastel,2022A&A...663A...4S,"4,104195313","0,05543085698",calculated_from_M_and_R,Calculated Value,"4,09","0,04",Pastel,2022A&A...663A...4S,"-0,62","0,02",Pastel,2022A&A...663A...4S,"0,3318992329","0,01232964287",update_TIC,Calculated Value,"1,490578214","0,02457619708",calc_from_L_and_Teff,Calculated Value,"1,03","0,127",TIC,2019AJ....158..138S,0,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,0,null
TIC 91380678,"284,0017392","-25,0457426","284,0019129","-25,04551282",91380678,"4,07404E+18","4,07404E+18",92929,2MASS J18560041-2502446,6864-00048-1,WDS J18560-2503A,HD 175345,tic_near,"39,85801392","0,2782900035","54,2660616","0,2037894279",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"7,91","0,02",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,"7,38","0,01",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,null,null,null,null,null,null,null,null,"6,31","0,023",TIC,2019AJ....158..138S,"6,044","0,029",TIC,2019AJ....158..138S,"5,957","0,021",TIC,2019AJ....158..138S,"6,841","0,006","7,236456394","0,002768655635",gaia_dr3,2023A&A...674A...1G,"7,509037495","0,002981181446","6,789830685","0,003832095601","27,04005167","0,2536592185",GaiaDR3,2023A&A...674A...1G,"36,87237549","0,3507385254",bj2021,2021AJ....161..147B,0,G0V,1988MSS...C04....0H,1,6110,35,Pastel,2022A&A...663A...4S,"4,449982805","0,0206816986",calculated_from_M_and_R,Calculated Value,"4,31","0,1",Pastel,2022A&A...663A...4S,"-0,09","0,05",Pastel,2022A&A...663A...4S,"0,115263027","0,00788004036",gaia_dr3_flame,2023A&A...674A...1G,"1,019064653","0,01489228758",calc_from_L_and_Teff,Calculated Value,"1,067378998","0,04013055563",gaia_dr3_flame,2023A&A...674A...1G,0,"3,253632307","0,8927701712",gaia_dr3_flame,2023A&A...674A...1G,null,"6,189867","12,09988","4,07404E+18","6,189867","12,09988","4,07404E+18",1,1,A,"6,2","6,76",null,null,null,0,null
TIC 144046368,"336,8528667","-49,36594513","336,8551443","-49,3674156",144046368,"6,5171E+18","6,5171E+18",110843,2MASS J22272467-4921573,8442-01289-1,null,HD 212708,tic_near,"333,6300098","0,01685270108","-330,9704863","0,01823673211",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"8,21",null,Simbad,,"7,48",null,Simbad,,null,null,null,null,null,null,null,null,"6,211","0,019",TIC,2019AJ....158..138S,"5,92","0,033",TIC,2019AJ....158..138S,"5,8","0,018",TIC,2019AJ....158..138S,"6,841","0,006","7,31680727","0,002761511628",gaia_dr3,2023A&A...674A...1G,"7,662427425","0,00283487097","6,79131937","0,003820875047","27,06693138","0,02084152773",GaiaDR3,2023A&A...674A...1G,"36,92743301","0,03285217285",bj2021,2021AJ....161..147B,0,G6IV,2006AJ....132..161G,1,5666,15,Pastel,2022A&A...663A...4S,"4,320805126","0,0546939533",calculated_from_M_and_R,Calculated Value,"4,36","0,03",Pastel,2022A&A...663A...4S,"0,27","0,02",Pastel,2022A&A...663A...4S,"0,0893848658","0,01128397102",update_TIC,Calculated Value,"1,150249193","0,01613649582",calc_from_L_and_Teff,Calculated Value,"1,01","0,124",TIC,2019AJ....158..138S,0,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,0,null
TIC 344081664,"107,8819483","-49,42420412","107,8818996","-49,42057107",344081664,"5,50548E+18","5,50548E+18",34739,2MASS J07113166-4925271,8127-02077-1,null,HD  55720,tic_near,"-7,022449286","0,0182415694","817,5485304","0,02069539391",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"8,24",null,Simbad,,"7,47",null,Simbad,,null,null,null,null,null,null,null,null,"6,222","0,029",TIC,2019AJ....158..138S,"5,836","0,046",TIC,2019AJ....158..138S,"5,768","0,021",TIC,2019AJ....158..138S,"6,843","0,006","7,32310009","0,002763949025",gaia_dr3,2023A&A...674A...1G,"7,677492619","0,002808978843","6,792271137","0,003806166676","36,20364563","0,01485559344",GaiaDR3,2023A&A...674A...1G,"27,61879539","0,01055335999",bj2021,2021AJ....161..147B,0,G8V,2006AJ....132..161G,1,5494,26,Pastel,2022A&A...663A...4S,"4,461508009","0,02416266161",calculated_from_M_and_R,Calculated Value,"4,53","0,08",Pastel,2022A&A...663A...4S,"-0,31","0,03",Pastel,2022A&A...663A...4S,"-0,1590415414","0,009634148266",update_TIC,Calculated Value,"0,9190826419","0,01340128705",calc_from_L_and_Teff,Calculated Value,"0,8915578127","0,04224318266",gaia_dr3_flame,2023A&A...674A...1G,0,"9,449303627","1,996226072",gaia_dr3_flame,2023A&A...674A...1G,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,0,null
TIC 151412067,"91,78843424","16,55608135","91,78882378","16,55568303",151412067,"3,34906E+18","3,34906E+18",29001,2MASS J06070922+1633220,1313-00841-1,null,HD  41640,tic_near,"83,88325824","0,03022226319","-89,61424962","0,02599737607",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"7,85","0,02",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,"7,35","0,01",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,null,null,null,null,null,null,null,null,"6,294","0,023",TIC,2019AJ....158..138S,"6,059","0,018",TIC,2019AJ....158..138S,"6,014","0,017",TIC,2019AJ....158..138S,"6,843","0,006","7,223814487","0,002767626898",gaia_dr3,2023A&A...674A...1G,"7,477938175","0,002832215646","6,794681549","0,003965377596","26,99335615","0,03291519359",GaiaDR3,2023A&A...674A...1G,"37,00048447","0,04402160645",bj2021,2021AJ....161..147B,0,F5,2000A&AS..141..491C,1,6058,27,Pastel,2022A&A...663A...4S,"4,455909191","0,0233284265",calculated_from_M_and_R,Calculated Value,"4,41","0,05",Pastel,2022A&A...663A...4S,"-0,58","0,03",Pastel,2022A&A...663A...4S,"0,1188142503","0,01572352313",update_TIC,Calculated Value,"1,040881362","0,02100292253",calc_from_L_and_Teff,Calculated Value,"1,128870249","0,04001945257",gaia_dr3_flame,2023A&A...674A...1G,0,"0,5537787676","0,5261867866",gaia_dr3_flame,2023A&A...674A...1G,null,"2,003023","14,529764","3,34906E+18","2,003023","14,529764","3,34906E+18",0,0,null,null,null,null,null,null,0,null
TIC 49203537,"243,0102235","-18,23262221","243,0104089","-18,23276712",49203537,"6,24893E+18","6,24893E+18",79377,2MASS J16120245-1813573,6205-00658-1,null,HD 145518,tic_near,"39,59859849","0,03230084106","-32,63811141","0,02278922871",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"8,02","0,02",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,"7,41","0,01",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,null,null,null,null,null,null,null,null,"6,299","0,026",TIC,2019AJ....158..138S,"6,015","0,026",TIC,2019AJ....158..138S,"5,962","0,018",TIC,2019AJ....158..138S,"6,845","0,006","7,268756866","0,002765169302",gaia_dr3,2023A&A...674A...1G,"7,566068649","0,002827451264","6,79820919","0,003824790155","29,41106894","0,02630472742",GaiaDR3,2023A&A...674A...1G,"33,96339035","0,03066635132",bj2021,2021AJ....161..147B,0,G0.5V,2006AJ....132..161G,1,5903,31,Pastel,2022A&A...663A...4S,"4,451181051","0,02312866308",calculated_from_M_and_R,Calculated Value,"4,49","0,1",Pastel,2022A&A...663A...4S,"-0,06","0,05",Pastel,2022A&A...663A...4S,"0,02964081017","0,01243409618",update_TIC,Calculated Value,"0,9892988027","0,01756508674",calc_from_L_and_Teff,Calculated Value,"1,008714795","0,04003465176",gaia_dr3_flame,2023A&A...674A...1G,0,"4,653822899","0,9822858572",gaia_dr3_flame,2023A&A...674A...1G,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,0,null
TIC 397368422,"42,03812722","27,06864141","42,03952436","27,06811176",397368422,"1,14833E+17","1,14833E+17",13081,2MASS J02480915+2704069,1789-01155-1,WDS J02482+2704A,HD  17382,tic_near,"278,4694057","0,06751195341","-119,1865211","0,05111788958",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"8,46",null,Simbad,,"7,612","0,01",TIC mermil,2019AJ....158..138S,"7,1",null,Simbad 2003AJ....125..984M,2003AJ....125..984M,null,null,null,null,"6,064","0,027",TIC,2019AJ....158..138S,"5,691","0,046",TIC,2019AJ....158..138S,"5,615","0,024",TIC,2019AJ....158..138S,"6,845","0,006","7,379911423","0,002812483956",gaia_dr3,2023A&A...674A...1G,"7,794707775","0,003531951982","6,791134834","0,00432189459","43,57040807","0,05413001031",GaiaDR3,2023A&A...674A...1G,"22,93235779","0,0258140564",bj2021,2021AJ....161..147B,0,K2,1985ApJS...59..197B,1,5299,36,Pastel,2022A&A...663A...4S,"4,529116252","0,02698893945",calculated_from_M_and_R,Calculated Value,"4,48","0,05",Pastel,2022A&A...663A...4S,"0,07","0,04",Pastel,2022A&A...663A...4S,"-0,3311011103","0,01131206375",update_TIC,Calculated Value,"0,8104276517","0,01525307381",calc_from_L_and_Teff,Calculated Value,"0,80998528","0,04005125165",gaia_dr3_flame,2023A&A...674A...1G,0,null,null,gaia_dr3_flame,2023A&A...674A...1G,null,null,null,null,null,null,null,1,1,A,"20,3","7,97","1,14833E+17","20,3453","6,532",0,null
TIC 99896567,"310,4214808","35,54571167","310,4219837","35,54592682",99896567,"1,87044E+18","1,87044E+18",null,2MASS J20414114+3532444,2694-00364-1,null,HD 197310,tic_near,"92,18378343","0,01440631691","48,25228549","0,01643561758",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"8,03",null,Simbad,,"7,43",null,Simbad,,null,null,null,null,null,null,null,null,"6,27","0,026",TIC,2019AJ....158..138S,"5,991","0,016",TIC,2019AJ....158..138S,"5,954","0,023",TIC,2019AJ....158..138S,"6,846","0,006","7,279441357","0,002759783982",gaia_dr3,2023A&A...674A...1G,"7,58622551","0,002811466709","6,800100803","0,003799381478","28,87341395","0,01658240706",GaiaDR3,2023A&A...674A...1G,"34,60697174","0,02235412598",bj2021,2021AJ....161..147B,0,G0,1993yCat.3135....0C,1,5842,32,Pastel,2022A&A...663A...4S,"4,403405067","0,02356676731",calculated_from_M_and_R,Calculated Value,"4,41","0,07",Pastel,2022A&A...663A...4S,"0,03","0,04",Pastel,2022A&A...663A...4S,"0,04218007872","0,01199097069",update_TIC,Calculated Value,"1,024753898","0,01806000663",calc_from_L_and_Teff,Calculated Value,"0,9695642591","0,04000258446",gaia_dr3_flame,2023A&A...674A...1G,0,"7,768955231","1,09797883",gaia_dr3_flame,2023A&A...674A...1G,null,"9,168224","16,83322","1,87044E+18","6,406926","19,772943","1,87044E+18",0,0,null,null,null,null,null,null,0,null
TIC 164720249,"25,56215946","-17,88873989","25,56472979","-17,8886721",164720249,"5,14073E+18","5,14073E+18",7961,2MASS J01421485-1753197,5855-02289-1,WDS J01422-1753A,HD  10519,tic_near,"550,4209866","0,05062619969","15,89633419","0,03295794129",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"8,06","0,02",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,"7,45","0,01",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,null,null,null,null,null,null,null,null,"6,233","0,021",TIC,2019AJ....158..138S,"5,888","0,044",TIC,2019AJ....158..138S,"5,823","0,02",TIC,2019AJ....158..138S,"6,846","0,006","7,295916557","0,002761369511",gaia_dr3,2023A&A...674A...1G,"7,61168623","0,002806343555","6,793321609","0,003794772102","20,38351938","0,05733960867",GaiaDR3,2023A&A...674A...1G,"49,00114059","0,1400604248",bj2021,2021AJ....161..147B,0,G2/3V,1988MSS...C04....0H,1,5648,24,Pastel,2022A&A...663A...4S,"4,060778408","0,0600474346",calculated_from_M_and_R,Calculated Value,"3,95","0,04",Pastel,2022A&A...663A...4S,"-0,6","0,02",Pastel,2022A&A...663A...4S,"0,3438840552","0,01146212421",update_TIC,Calculated Value,"1,551691197","0,02435548029",calc_from_L_and_Teff,Calculated Value,"1,01","0,136",TIC,2019AJ....158..138S,0,null,null,null,null,null,null,null,null,null,null,null,1,1,A,"140,1","5,29",null,null,null,0,null
TIC 236399549,"251,6619686","-47,09015899","251,6619702","-47,09017324",236399549,"5,93966E+18","5,93966E+18",null,2MASS J16463886-4705247,8330-05309-1,WDS J16466-4705AB,HD 150958,tic_bright,-1,1,"-3,4",1,TIC tycho2,2019AJ....158..138S,"7,01",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"7,64",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"7,3",null,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,"8,22","0,22",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,null,null,null,null,"6,353","0,018",TIC,2019AJ....158..138S,"6,267","0,026",TIC,2019AJ....158..138S,"6,15","0,023",TIC,2019AJ....158..138S,"6,846","0,006","7,518510342","0,01206317104",gaia_dr3,2023A&A...674A...1G,"7,360903263","0,004044493994","6,776613235","0,005068408313",null,null,null,null,null,null,null,null,0,O6.5Ia(n)f,2014ApJS..211...10S,1,"6567,431143",70,using_TIC_relation,Calculated Value,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,"6,615001","14,023642","5,93966E+18","6,615001","14,023642","5,93966E+18",1,1,AB,"0,3","1,73",null,null,null,0,null
TIC 449904735,"227,0857571","10,11388563","227,085497","10,11379307",449904735,"1,16784E+18","1,16784E+18",null,2MASS J15082058+1006500,0922-00030-1,null,HD 134228,tic_near,"-57,58654584","0,02610752173","-20,6689396","0,02843702026",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"7,92","0,02",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,"7,38","0,01",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,null,null,null,null,null,null,null,null,"6,385","0,024",TIC,2019AJ....158..138S,"6,11","0,029",TIC,2019AJ....158..138S,"6,056","0,033",TIC,2019AJ....158..138S,"6,846","0,006","7,238679886","0,002766239013",gaia_dr3,2023A&A...674A...1G,"7,507746696","0,002969519151","6,804308414","0,003811031889","20,06836859","0,02750016749",GaiaDR3,2023A&A...674A...1G,"49,75099182","0,06708526611",bj2021,2021AJ....161..147B,0,F8V,,1,6145,"137,7",TIC,2019AJ....158..138S,"4,235501106","0,0444684859",calculated_from_M_and_R,Calculated Value,null,null,null,null,"0,03999999911","0,004999999888",gspspec [M/H],2023A&A...674A...1G,"0,3691907311","0,01519197807",update_TIC,Calculated Value,"1,349597409","0,06492771593",calc_from_L_and_Teff,Calculated Value,"1,142462492","0,04000794888",gaia_dr3_flame,2023A&A...674A...1G,0,"5,041355133","0,6707041264",gaia_dr3_flame,2023A&A...674A...1G,null,null,null,null,null,null,null,1,0,null,null,null,"1,16784E+18","62,1026","6,4348",0,null
