hip_name,hd_name,gj_name,tm_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_wfirstflag,st_rvflag,st_lbtiflag,st_probeflag,st_k2flag,st_k2campaign,st_ppnum,wds_designation,wds_sep,wds_deltamag,ra,raerr,rastr,dec,decerr,decstr,st_glon,st_glonerr,st_glat,st_glaterr,st_fracplxunc,st_dist,st_disterr1,st_disterr2,st_pmra,st_pmraerr,st_pmdec,st_pmdecerr,st_vmag,st_vmagerr,st_vmagsrc,st_kmagsrc,st_bmv,st_bmverr,st_bmvsrc,st_vmk,st_vmkerr,st_vmksrc,st_spttype,st_lumclass,st_spttag,st_mbol,st_mbolerr,st_mbolsrc,st_mbolflag,st_lbol,st_lbolerr,st_lbolsrc,st_teff,st_tefferr,st_teffsrc,st_logg,st_loggerr,st_loggsrc,st_metfe,st_metfeerr,st_metfesrc,st_metratio,st_rad,st_raderr,st_radsrc,st_mass,st_masserr,st_masssrc,st_age,st_ageerr,st_agesrc,st_actclass,st_eeidau,st_eeidauerr,st_eeidmas,st_eeidmaserr,st_fpbearth,st_fpbeartherr,st_vmagearth,st_vmageartherr,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_j2m,st_j2merr,st_j2mlim,st_h2m,st_h2merr,st_h2mlim,st_ks2m,st_ks2merr,st_ks2mlim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,star_name
HIP 70975,,GJ 553.1,2MASS J14310120-1217451,1,0,0,0,0,0,0,0,,0,,,,217.755852,,14h31m01.40s,-12.295128,,-12d17m42.5s,337.649107,,43.762128,,0.04,10.82,0.45,-0.42,-405.2,,-400.2,,11.9,0.01,Koen,2MASS,1.59,0.01,Koen,4.96,0.03,,M4,MAINSEQ,M,11.73,0.11,,0,0.01,0.14,V-K,3291,,V-K,,,,,,,,0.36,,Turnbull,0.33,,Turnbull,,,,,0.12,,10.79,,0,,32.08,,1,0,1,0,0,2,0,7.803,0.025,0,7.259,0.049,0,6.961,0.021,0,,,,,,,,,,,,,HIP 70975
HIP 71181,HD 128165,GJ 556,2MASS J14332887+5254315,1,0,0,0,0,0,0,0,,0,,,,218.371054,,14h33m29.05s,52.908188,,+52d54m29.5s,93.57166,,58.009745,,0.01,13.22,0.13,-0.13,-192.2,,247.5,,7.24,0.01,G,2MASS,1,0.02,G,2.45,0.02,,K3V,MAINSEQ,K,6.63,0.02,,0,0.27,0.03,V-K,4809,,2005ApJS..159..141V,4.6,,2007ApJS..168..297T,0,,,[Fe/H],0.74,,2007ApJS..168..297T,0.78,,2007ApJS..168..297T,1.96,,2007ApJS..168..297T,,0.52,,39.41,,0,,30.67,,1,0,1,0,0,2,1,5.436,0.037,0,4.872,0.029,0,4.789,0.017,0,,,,,,,,,,,,,HIP 71181
HIP 72848,HD 131511,GJ 567,2MASS J14532374+1909104,1,0,1,1,0,0,1,0,,0,,,,223.350166,,14h53m24.04s,19.152271,,+19d09m08.2s,23.550306,,60.934373,,0.01,11.51,0.12,-0.11,-442.8,,216.8,,6,0.02,VT,,0.84,0.01,G,,,,K2V,MAINSEQ,K,5.69,0.03,,0,0.54,0.1,B-V,5335,,2005ApJS..159..141V,4.58,,2007ApJS..168..297T,0.17,,,[Fe/H],0.84,,2007ApJS..168..297T,0.93,,2007ApJS..168..297T,3.7,,2005ApJS..159..141V,A,0.74,,64.05,,0,,30.18,,1,0,1,0,0,3,0,4.882,0.26,0,4.165,0.036,0,4.316,0.326,0,,,,,,,,,,,,,HIP 72848
HIP 75187,,GJ 9520,2MASS J15215291+2058394,1,0,0,0,0,0,0,0,,0,,,,230.470339,,15h21m52.88s,20.977442,,+20d58m38.8s,31.056168,,55.239268,,0.02,11.41,0.23,-0.22,78.5,,129.4,,10,0.01,Koen,2MASS,1.52,0.01,Koen,4.32,0.1,,M9,,,9.72,0.06,,0,0.05,0.11,V-K,3554,,V-K,,,,,,,,0.58,,Turnbull,0.46,,Turnbull,,,,,0.22,,19.22,,0,,31.55,,1,0,1,0,0,2,0,6.61,0.021,0,5.96,0.016,0,5.756,0.018,0,,,,,,,,,,,,,HIP 75187
HIP 76832,,GJ 597,2MASS J15411642+7559347,1,0,0,0,0,0,0,0,,0,,,,235.311248,,15h41m14.70s,75.994636,,+75d59m40.7s,111.134709,,36.966912,,0.03,13.31,0.41,-0.39,777.7,,-759.8,,12.22,0.01,G,2MASS,1.65,0.01,G,4.78,0.02,,M4,,,11.6,0.08,,0,0.01,0.12,V-K,3358,,V-K,,,,,,,,0.34,,Turnbull,0.33,,Turnbull,,,,,0.12,,8.66,,0,,32.37,,1,0,1,0,0,2,0,8.26,0.018,0,7.716,0.02,0,7.442,0.022,0,,,,,,,,,,,,,HIP 76832
HIP 76901,,GJ 595,2MASS J15420677-1928167,1,0,0,0,0,0,0,0,,0,,,,235.532426,,15h42m07.78s,-19.469245,,-19d28m09.3s,349.137158,,27.707369,,0.06,10.43,0.67,-0.59,-2032.2,,-1039.5,,11.86,0.01,Koen,2MASS,1.61,0.01,Koen,4.66,0.03,,M5,,,11.76,0.14,,0,0.01,0.17,V-K,3404,,V-K,,,,,,,,0.3,,Turnbull,0.31,,Turnbull,,,,,0.1,,9.85,,0,,31.76,,1,0,1,0,0,2,0,7.92,0.019,0,7.421,0.036,0,7.168,0.027,0,,,,,,,,,,,,,HIP 76901
HIP 77257,HD 141004,GJ 598,2MASS J15462661+0721109,1,1,1,1,1,1,1,0,,0,,,,236.611441,,15h46m26.75s,7.35324,,+07d21m11.7s,15.697239,,44.102769,,0,12.12,,,-225.5,,-68.5,,4.41,0.02,VT,1965CoLPL...3...73J,0.6,0.01,G,1.36,0.05,,G0Vvar,MAINSEQ,G,4,0.03,,0,2.22,0.06,V-K,5936,,2005ApJS..159..141V,4.25,,2007ApJS..168..297T,0.05,,,[Fe/H],1.34,,2007ApJS..168..297T,1.11,,2007ApJS..168..297T,6.32,,2007ApJS..168..297T,I,1.49,,122.9,,0,,30.12,,1,0,1,0,0,3,5,3.43,0.22,0,3.07,0.216,0,2.989,0.23,0,,,,,,,,,,,,,HIP 77257
HIP 78353,,GJ 606,2MASS J15595337-0815114,1,0,0,0,0,0,0,0,,0,,,,239.971926,,15h59m53.26s,-8.253143,,-08d15m11.3s,1.979451,,32.273736,,0.03,13.9,0.43,-0.4,204.3,,-23.1,,10.49,0.01,Koen,2MASS,1.51,0.01,Koen,4.15,0.03,,M0,MAINSEQ,M,9.77,0.07,,0,0.04,0.11,V-K,3638,,V-K,,,,,,,,0.52,,Turnbull,0.45,,Turnbull,,,,,0.21,,14.89,,0,,31.91,,1,0,1,0,0,2,0,7.185,0.03,0,6.601,0.047,0,6.343,0.029,0,,,,,,,,,,,,,HIP 78353
HIP 79537,HD 145417,GJ 615,2MASS J16134869-5734118,1,0,0,0,0,0,0,0,,0,,,,243.456198,,16h13m49.49s,-57.567081,,-57d34m01.5s,327.501776,,-4.696238,,0.01,13.89,0.14,-0.14,-854,,-1410.8,,7.53,0,G,2MASS,0.82,0.01,G,2.24,0.02,,G8/K0V(W),MAINSEQ,G,6.82,0.02,,0,0.21,0.03,V-K,4954,,Gray,4.84,,Gray,,,,,0.62,,Turnbull,0.67,,Turnbull,,,,VI,0.46,,32.79,,0,,30.66,,1,0,1,0,0,2,0,5.888,0.02,0,5.395,0.027,0,5.293,0.024,0,,,,,,,,,,,,,HIP 79537
HIP 80686,HD 147584,GJ 624,2MASS J16282814-7005037,1,1,1,0,0,0,1,0,,0,,,,247.115838,,16h28m27.80s,-70.08467,,-70d05m04.8s,319.530255,,-14.573491,,0.01,12.12,0.12,-0.12,199.9,,110.8,,4.9,0.01,G,,0.56,0.02,G,,,,G0V,MAINSEQ,G,4.48,0.03,,0,1.41,0.1,B-V,6107,,Gray,4.44,,Gray,,,,,1.06,,Turnbull,1.09,,Turnbull,,,,A,1.19,,98.12,,0,,30.12,,1,0,1,0,0,2,0,4.11,0.27,0,3.646,0.226,0,3.661,0.284,0,,,,,,,,,,,,,HIP 80686
HIP 82003,HD 151288,GJ 638,2MASS J16450635+3330330,1,0,0,0,0,0,0,0,,0,,,,251.276577,,16h45m06.38s,33.508297,,+33d30m29.9s,55.292837,,39.820158,,0.01,9.81,0.1,-0.1,-39.2,,383.4,,8.1,0.03,VT,2MASS,1.33,0.03,BVT-Red,3.39,0.03,,K7V,MAINSEQ,K,8.14,0.04,,0,0.11,0.05,V-K,4075,,V-K,4.57,,2007ApJS..168..297T,,,,,0.72,,2007ApJS..168..297T,0.68,,2007ApJS..168..297T,,,,A,0.33,,34.13,,0,,30.57,,1,0,1,0,0,3,3,5.48,0.023,0,4.878,0.018,0,4.712,0.021,0,,,,,,,,,,,,,HIP 82003
HIP 82257,,GJ 1206,2MASS J16482562+5903228,1,0,0,0,0,0,0,0,,0,16484+5903,,,252.10618,,16h48m25.48s,59.057019,,+59d03m25.3s,88.452586,,38.688724,,0.03,10.63,0.33,-0.31,139.3,,-292.1,,12.24,0.01,G,2MASS,0.16,0.02,G,-0.28,0.03,,DA,WD,WD,12.11,0.07,,0,0,0.08,V-K,8205,,B-V,,,,,,,,0.03,,Turnbull,0.22,,Turnbull,,,,,0.05,,4.88,,0,,30.66,,1,0,1,0,0,2,0,12.425,0.021,0,12.463,0.021,0,12.522,0.03,0,,,,,,,,,,,,,HIP 82257
HIP 83043,,GJ 649,2MASS J16580884+2544392,1,0,1,0,1,0,1,0,,1,,,,254.537184,,16h58m08.92s,25.745394,,+25d44m43.4s,46.525296,,35.337495,,0.01,10.34,0.1,-0.1,-113.2,,-507.8,,9.66,0.01,Koen,2MASS,1.48,0.01,Koen,4.08,0.03,,M2,MAINSEQ,M,9.58,0.04,,0,0.05,0.1,V-K,3675,,V-K,,,,,,,,0.53,,Turnbull,0.46,,Turnbull,,,,,0.22,,20.89,,0,,31.17,,2,0,1,1,0,2,2,6.448,0.021,0,5.865,0.02,0,5.624,0.016,0,5.559,0.139,0,5.343,0.06,0,5.379,0.015,0,5.235,0.032,0,GJ 649
HIP 83762,,GJ 655,2MASS J17070752+2133144,1,0,0,0,0,0,0,0,,0,,,,256.782417,,17h07m07.78s,21.554083,,+21d33m14.7s,42.481344,,32.098955,,0.04,13.36,0.56,-0.51,-465.7,,-29.4,,11.68,0.01,Koen,2MASS,1.57,0.01,Koen,4.57,0.02,,M3,MAINSEQ,M,11.05,0.1,,0,0.02,0.14,V-K,3443,,V-K,,,,,,,,0.39,,Turnbull,0.36,,Turnbull,,,,,0.14,,10.47,,0,,32.25,,1,0,1,0,0,2,1,7.875,0.02,0,7.289,0.021,0,7.042,0.016,0,,,,,,,,,,,,,HIP 83762
HIP 83990,HD 154577,GJ 656,2MASS J17101032-6043434,1,0,0,0,0,0,0,0,,0,,,,257.542776,,17h10m10.27s,-60.730205,,-60d43m48.7s,329.817759,,-12.221564,,0.01,13.62,0.14,-0.13,71.1,,589.8,,7.39,0.02,VT,2MASS,0.89,0.02,G,2.3,0.03,,K2V,MAINSEQ,K,6.72,0.04,,0,0.23,0.05,V-K,4881,,2005ApJS..159..141V,4.62,,2007ApJS..168..297T,-0.69,,,[Fe/H],0.68,,2007ApJS..168..297T,0.69,,2007ApJS..168..297T,4.96,,2007ApJS..168..297T,I,0.48,,35.4,,0,,30.65,,1,0,1,0,0,2,1,5.694,0.023,0,5.204,0.021,0,5.091,0.024,0,,,,,,,,,,,,,HIP 83990
HIP 84051,,,2MASS J17105916-5230559,1,0,0,0,0,0,0,0,,0,,,,257.747464,,17h10m59.39s,-52.515892,,-52d30m57.2s,336.70359,,-7.584309,,0.02,12.47,0.25,-0.24,-250.9,,158.1,,10.05,0,G,2MASS,1.46,0.01,G,4.02,0.02,,,MAINSEQ,M,9.57,0.05,,0,0.05,0.1,V-K,3702,,V-K,,,,,,,,0.53,,Turnbull,0.46,,Turnbull,,,,,0.22,,17.45,,0,,31.58,,1,0,1,0,0,2,0,6.866,0.024,0,6.229,0.024,0,6.026,0.021,0,,,,,,,,,,,,,HIP 84051
HIP 84099,,GJ 3992,2MASS J17113472+3826341,1,0,0,0,0,0,0,0,,0,,,,257.894123,,17h11m34.59s,38.442869,,+38d26m34.3s,62.485206,,35.28977,,0.02,12,0.24,-0.24,211.8,,-44.9,,11.51,0.31,VT,2MASS,1.61,0.31,BVT-Red,4.71,0.31,,M4V,,,11.12,0.37,,0,0.02,0.48,V-K,3384,,V-K,,,,,,,,0.41,,Turnbull,0.36,,Turnbull,,,,,0.14,,11.65,,0,,32.08,,1,0,1,0,0,2,0,7.63,0.023,0,7.041,0.016,0,6.801,0.021,0,,,,,,,,,,,,,HIP 84099
HIP 84790,,GJ 671,2MASS J17195266+4142510,1,0,0,0,0,0,0,0,,0,,,,259.968711,,17h19m52.49s,41.715821,,+41d42m57.0s,66.701924,,34.183134,,0.02,12.38,0.25,-0.24,285.5,,-822.4,,11.37,0.01,G,2MASS,1.56,0.02,G,4.46,0.02,,M4,MAINSEQ,M,10.91,0.06,,0,0.02,0.11,V-K,3492,,V-K,,,,,,,,0.38,,Turnbull,0.36,,Turnbull,,,,,0.14,,11.17,,0,,31.92,,1,0,1,0,0,2,0,7.712,0.024,0,7.132,0.02,0,6.915,0.018,0,,,,,,,,,,,,,HIP 84790
HIP 85235,HD 158633,GJ 675,2MASS J17250019+6718246,1,0,0,0,0,0,0,0,,0,,,,261.253756,,17h25m00.90s,67.306696,,+67d18m24.1s,97.558584,,33.169261,,0,12.8,,,-531,,3.6,,6.44,0,G,2MASS,0.76,0,G,1.93,0.02,,K0V,MAINSEQ,K,5.9,0.01,,0,0.44,0.02,V-K,5302,,2005ApJS..159..141V,4.59,,2007ApJS..168..297T,-0.4,,,[Fe/H],0.77,,2007ApJS..168..297T,0.82,,2007ApJS..168..297T,0.6,,2007ApJS..168..297T,,0.66,,51.58,,0,,30.38,,1,0,1,0,0,3,3,4.969,0.228,0,4.637,0.036,0,4.515,0.018,0,,,,,,,,,,,,,HIP 85235
HIP 86400,HD 160346,GJ 688,2MASS J17391691+0333190,1,0,0,0,0,0,0,0,,0,,,,264.820921,,17h39m17.02s,3.555478,,+03d33m19.7s,27.769789,,17.658308,,0.01,11,0.11,-0.11,-179.7,,-98.2,,6.53,0,G,,0.96,0.01,G,,,,K2V,MAINSEQ,K,6.32,0.02,,0,0.34,0.1,B-V,4801,,Gray,4.57,,Gray,,,,,0.84,,Turnbull,0.76,,Turnbull,,,,I,0.58,,52.9,,0,,30.2,,1,0,1,0,0,3,0,4.696,0.037,0,4.399,0.17,0,4.098,0.016,0,,,,,,,,,,,,,HIP 86400
HIP 86776,,GJ 694,2MASS J17435595+4322441,1,0,0,0,0,0,0,0,,0,,,,265.983144,,17h43m55.95s,43.380077,,+43d22m48.3s,69.453724,,30.064433,,0.01,9.48,0.1,-0.09,9.5,,-602.6,,10.49,0.01,G,2MASS,1.53,0.02,G,4.53,0.02,,M3,MAINSEQ,M,10.61,0.04,,0,0.03,0.1,V-K,3461,,V-K,,,,,,,,0.45,,Turnbull,0.39,,Turnbull,,,,,0.16,,17.24,,0,,31.4,,1,0,1,0,0,2,2,6.812,0.024,0,6.221,0.018,0,5.964,0.02,0,,,,,,,,,,,,,HIP 86776
HIP 87938,,GJ 4040,2MASS J17575096+4635182,1,0,0,0,0,0,0,0,,0,17578+4635,,,269.462411,,17h57m50.98s,46.587242,,+46d35m14.1s,73.575508,,28.226259,,0.03,14.09,0.44,-0.41,-17.7,,575.8,,11.79,0.01,G,2MASS,1.56,0.02,G,4.79,0.02,,M:,MAINSEQ,M,11.05,0.07,,0,0.02,0.11,V-K,3353,,V-K,,,,,,,,0.44,,Turnbull,0.38,,Turnbull,,,,,0.15,,10.61,,0,,32.51,,1,0,1,0,0,2,0,7.847,0.02,0,7.254,0.022,0,7,0.017,0,,,,,,,,,,,,,HIP 87938
HIP 88972,HD 166620,GJ 706,2MASS J18093745+3827288,1,0,0,1,0,0,1,0,,0,18096+3827,,,272.406883,,18h09m37.65s,38.458915,,+38d27m32.1s,65.334927,,24.207145,,0,11.02,,,-316.2,,-468.3,,6.38,0.02,VT,2MASS,0.88,0.01,G,2.15,0.03,,K2V,MAINSEQ,K,6.17,0.03,,0,0.36,0.04,V-K,5000,,2005ApJS..159..141V,4.56,,2007ApJS..168..297T,-0.18,,,[Fe/H],0.79,,2007ApJS..168..297T,0.79,,2007ApJS..168..297T,12.6,,2005ApJS..159..141V,I,0.6,,54.72,,0,,30.13,,1,0,1,0,0,3,2,4.952,0.278,0,4.458,0.192,0,4.232,0.021,0,,,,,,,,,,,,,HIP 88972
HIP 89211,HD 166348,GJ 707,2MASS J18122138-4326411,1,0,0,0,0,0,0,0,,0,,,,273.088688,,18h12m21.29s,-43.443833,,-43d26m37.8s,349.89129,,-11.764649,,0.01,13.1,0.13,-0.13,132.8,,-418.1,,8.38,0.01,G,2MASS,1.3,0.02,G,3.14,0.02,,M0V,MAINSEQ,M,7.79,0.04,,0,0.13,0.05,V-K,4244,,V-K,,,,,,,,0.68,,Turnbull,0.6,,Turnbull,,,,A,0.37,,27.97,,0,,31.04,,1,0,1,0,0,2,0,6.037,0.025,0,5.417,0.042,0,5.241,0.02,0,,,,,,,,,,,,,HIP 89211
HIP 90790,HD 170657,GJ 716,2MASS J18311897-1854314,1,0,0,0,0,0,0,0,,0,,,,277.829359,,18h31m19.05s,-18.908339,,-18d54m30.0s,13.837586,,-4.240288,,0.01,13.25,0.13,-0.13,-140.1,,-194.6,,6.81,0,G,2MASS,0.86,0.01,G,2.11,0.02,,K1V,MAINSEQ,K,6.2,0.03,,0,0.35,0.03,V-K,5103,,2005ApJS..159..141V,4.6,,2007ApJS..168..297T,-0.15,,,[Fe/H],0.76,,2007ApJS..168..297T,0.81,,2007ApJS..168..297T,6.1,,2005ApJS..159..141V,I,0.59,,44.63,,0,,30.51,,1,0,1,0,0,2,1,5.286,0.024,0,4.87,0.067,0,4.704,0.016,0,,,,,,,,,,,,,HIP 90790
HIP 91699,,GJ 4070,2MASS J18415908+3149498,1,0,0,0,0,0,0,0,,0,,,,280.49684,,18h41m59.24s,31.830469,,+31d49m49.7s,61.039792,,15.763212,,0.03,11.45,0.35,-0.33,-303.3,,8.6,,11.27,0.01,G,2MASS,1.58,0.02,G,4.55,0.02,,M4,MAINSEQ,M,10.98,0.08,,0,0.02,0.12,V-K,3451,,V-K,,,,,,,,0.39,,Turnbull,0.36,,Turnbull,,,,,0.14,,12.15,,0,,31.83,,1,0,1,0,0,2,0,7.523,0.02,0,6.977,0.016,0,6.722,0.02,0,,,,,,,,,,,,,HIP 91699
HIP 92871,,GJ 735,2MASS J18552740+0824090,1,0,0,0,0,0,0,0,,0,,,,283.863985,,18h55m27.36s,8.402676,,+08d24m09.6s,40.872252,,2.934774,,0.02,11.77,0.24,-0.23,92,,-69.6,,10.19,0.01,Koen,2MASS,1.54,0.01,Koen,4.67,0.02,,M2Ve,MAINSEQ,M,9.84,0.06,,0,0.07,0.11,V-K,3402,,V-K,,,,,,,,0.74,,Turnbull,0.5,,Turnbull,,,,,0.26,,21.88,,0,,32.09,,1,0,1,0,0,2,0,6.311,0.019,0,5.68,0.021,0,5.434,0.02,0,,,,,,,,,,,,,HIP 92871
HIP 93101,HD 176029,GJ 740,2MASS J18580014+0554296,1,0,0,0,0,0,0,0,,0,,,,284.501048,,18h58m00.25s,5.91109,,+05d54m39.9s,38.9402,,1.237756,,0.02,10.91,0.22,-0.21,-194.5,,-1221.8,,9.22,0,G,2MASS,1.44,0.01,G,3.86,0.02,,M2V,MAINSEQ,M,9.03,0.04,,0,0.07,0.1,V-K,3789,,V-K,,,,,,,,0.61,,Turnbull,0.5,,Turnbull,,,,,0.26,,24.15,,0,,31.17,,1,0,1,0,0,4,0,6.239,0.019,0,5.587,0.029,0,5.357,0.021,0,,,,,,,,,,,,,HIP 93101
HIP 93206,,GJ 739,2MASS J18590745-4816279,1,0,0,0,0,0,0,0,,0,,,,284.780522,,18h59m07.33s,-48.273265,,-48d16m23.8s,348.416358,,-21.110578,,0.04,14.09,0.59,-0.54,154.7,,-494.1,,11.14,0.01,Koen,2MASS,1.47,0.01,Koen,4.43,0.03,,M4,MAINSEQ,M,10.4,0.09,,0,0.03,0.13,V-K,3503,,V-K,,,,,,,,0.47,,Turnbull,0.41,,Turnbull,,,,,0.17,,12.35,,0,,32.19,,1,0,1,0,0,2,0,7.52,0.023,0,6.932,0.047,0,6.7,0.024,0,,,,,,,,,,,,,HIP 93206
HIP 98698,HD 190007,GJ 775,2MASS J20024703+0319344,1,0,0,0,0,0,0,0,,0,,,,300.696244,,20h02m47.10s,3.325895,,+03d19m33.2s,44.299902,,-14.222865,,0.01,12.86,0.13,-0.13,-92.3,,120.8,,7.46,0.01,G,2MASS,1.13,0.02,G,2.66,0.02,,K3/4V,MAINSEQ,K,6.91,0.03,,0,0.23,0.03,V-K,4604,,V-K,4.62,,2007ApJS..168..297T,,,,,0.73,,2007ApJS..168..297T,0.79,,2007ApJS..168..297T,,,,I,0.48,,37.42,,0,,30.72,,1,0,1,0,0,3,3,5.476,0.024,0,4.956,0.026,0,4.796,0.017,0,,,,,,,,,,,,,HIP 98698
HIP 99825,HD 192310,GJ 785,2MASS J20151734-2701585,1,0,1,0,1,1,1,0,,2,,,,303.819075,,20h15m16.58s,-27.032536,,-27d01m57.1s,15.623924,,-29.394371,,0,8.91,,,1241.3,,-181.5,,5.72,0.02,VT-G,1991ApJ...368..264A,0.91,0.02,BVT-G-Red,2.05,0.05,,K3V,MAINSEQ,K,5.97,0.02,,0,0.42,0.06,V-K,5080,,2005ApJS..159..141V,4.55,,2007ApJS..168..297T,0.02,,,[Fe/H],0.81,,2007ApJS..168..297T,0.82,,2007ApJS..168..297T,9.3,,2005ApJS..159..141V,I,0.65,,73.03,,0,,29.63,,2,0,1,1,0,2,5,4.112,0.294,0,3.582,0.266,0,3.501,0.232,0,3.684,0.505,0,3.205,0.287,0,3.587,0.024,0,3.645,0.022,0,HD 192310
HIP 102186,HD 196877,GJ 798,2MASS J20421878-5241572,1,0,0,0,0,0,0,0,,0,,,,310.57793,,20h42m18.70s,-52.696672,,-52d41m48.0s,345.729817,,-37.848704,,0.01,12.15,0.12,-0.12,81.5,,-1065.8,,8.83,0.01,G,2MASS,1.32,0.01,G,3.36,0.03,,K5V,MAINSEQ,K,8.41,0.04,,0,0.09,0.04,V-K,4097,,V-K,,,,,,,,0.58,,Turnbull,0.53,,Turnbull,,,,I,0.29,,24.14,,0,,31.01,,1,0,1,0,0,2,0,6.274,0.021,0,5.665,0.031,0,5.474,0.024,0,,,,,,,,,,,,,HIP 102186
HIP 102401,,GJ 806,2MASS J20450403+4429562,1,0,0,0,0,0,0,0,,0,,,,311.265601,,20h45m03.74s,44.49841,,+44d29m54.3s,84.06687,,1.008969,,0.02,12.32,0.25,-0.24,433.5,,273,,10.79,0,G,2MASS,1.49,0.01,G,4.26,0.02,,M3,MAINSEQ,M,10.34,0.05,,0,0.03,0.1,V-K,3584,,V-K,,,,,,,,0.43,,Turnbull,0.4,,Turnbull,,,,,0.17,,13.51,,0,,31.74,,1,0,1,0,0,2,2,7.329,0.018,0,6.769,0.022,0,6.533,0.016,0,,,,,,,,,,,,,HIP 102401
HIP 103441,,GJ 813,2MASS J20572537+2221457,1,0,0,0,0,0,0,0,,0,,,,314.353626,,20h57m24.87s,22.363244,,+22d21m47.7s,68.260046,,-14.86126,,0.04,13.78,0.57,-0.53,773.1,,-211.9,,12.01,0.01,Koen,2MASS,1.61,0.01,Koen,4.34,0.03,,M3,MAINSEQ,M,11.32,0.11,,0,0.01,0.14,V-K,3544,,V-K,,,,,,,,0.29,,Turnbull,0.32,,Turnbull,,,,,0.11,,8.06,,0,,32.08,,1,0,1,0,0,2,0,8.41,0.03,0,7.868,0.053,0,7.64,0.024,0,,,,,,,,,,,,,HIP 103441
HIP 103910,,GJ 816.1 A,2MASS J21031390-5657479,1,0,0,0,0,0,0,0,,0,,,,315.809703,,21h03m14.33s,-56.96429,,-56d57m51.4s,339.759501,,-40.252901,,0.08,12.72,1.11,-0.94,-358,,353.2,,12.8,0.01,Koen,2MASS,1.66,0.01,Koen,4.98,0.24,,M4,,,12.28,0.18,,0,0.01,0.3,V-K,3284,,V-K,,,,,,,,0.27,,Turnbull,0.29,,Turnbull,,,,,0.09,,6.99,,0,,32.39,,1,0,1,0,0,2,0,8.73,0.024,0,8.175,0.029,0,7.902,0.024,0,,,,,,,,,,,,,HIP 103910
HIP 104432,,GJ 821,2MASS J21091740-1318080,1,0,0,0,0,0,0,0,,0,,,,317.320829,,21h09m17.00s,-13.297655,,-13d17m51.6s,36.240984,,-36.511011,,0.03,12.17,0.38,-0.35,710.4,,-1995.2,,10.87,0,G,2MASS,1.49,0.01,G,3.96,0.03,,M3,MAINSEQ,M,10.44,0.06,,0,0.02,0.11,V-K,3735,,V-K,,,,,,,,0.34,,Turnbull,0.37,,Turnbull,,,,,0.14,,11.7,,0,,31.48,,1,0,1,0,0,2,2,7.688,0.029,0,7.121,0.036,0,6.909,0.029,0,,,,,,,,,,,,,HIP 104432
HIP 105858,HD 203608,GJ 827,2MASS J21262662-6521578,1,1,1,1,0,0,1,0,,0,,,,321.610384,,21h26m26.49s,-65.368144,,-65d22m05.3s,328.154288,,-40.291152,,0,9.26,,,81.1,,800.7,,4.22,0.02,VT-G,Koornneef,0.47,0.02,BVT-G-Red,1.35,0.05,,F7V,MAINSEQ,F,4.39,0.02,,0,1.54,0.06,V-K,6205,,Gray,4.42,,Gray,,,,,1.07,,Turnbull,1.12,,Turnbull,,,,A,1.24,,134.2,,0,,29.54,,1,0,1,0,0,2,1,3.34,0.248,0,2.992,0.224,0,2.969,0.252,0,3.706,0.244,0,3.637,0.095,0,4.239,0.013,0,2.761,0.016,0,HIP 105858
HIP 107427,,,2MASS J21452965-2133284,1,0,0,0,0,0,0,0,,0,,,,326.37365,,21h45m29.68s,-21.558295,,-21d33m29.9s,29.959012,,-47.516221,,0.37,13.78,8.09,-3.72,122.8,,-94.8,,10.93,0.01,Koen,2MASS,0.47,0.01,Koen,1.26,0.12,,F5.5V,,,10.23,1.01,,0,0.01,1.02,V-K,6191,,V-K,,,,,,,,0.07,,Turnbull,0.28,,Turnbull,,,,A,0.08,,5.86,,0,,30.31,,1,0,1,0,0,2,0,9.988,0.023,0,9.789,0.022,0,9.742,0.021,0,9.696,0.023,0,9.739,0.02,0,9.654,0.047,0,8.706,,-1,HIP 107427
HIP 108569,,GJ 842,2MASS J21593479-5945104,1,0,0,0,0,0,0,0,,0,,,,329.890321,,21h59m33.68s,-59.752509,,-59d45m09.0s,332.681282,,-46.215595,,0.02,11.99,0.24,-0.24,886.9,,-126.4,,9.72,0.01,Koen,2MASS,1.47,0.01,Koen,3.98,0.02,,M2,MAINSEQ,M,9.32,0.06,,0,0.06,0.11,V-K,3724,,V-K,,,,,,,,0.57,,Turnbull,0.48,,Turnbull,,,,,0.24,,19.84,,0,,31.44,,1,0,1,0,0,2,0,6.613,0.021,0,5.99,0.022,0,5.757,0.021,0,,,,,,,,,,,,,HIP 108569
